title|author|issue|DE-640|signature
Abenteuer Schulentwicklung|Keppelmüller, Joachim|1. Aufl.|[]|Paed L 100: 177
Der dritte Weg|Giddens, Anthony|1. Aufl., [Nachdr.]|[]|MA 12/575
Teamentwicklung|Pesch, Ludger|0|[]|Paed G 820: 21
Die ersten Tage in der Krippe|Laewen, Hans-Joachim|3., erw. Aufl.|[]|Paed G 860: 80
Viele Ideen - ein Profil|Bongard, Bruno|1. Aufl.|[]|Paed G 860: 75
Weltreligionen|Hausten, Annett|3., überarb. Aufl.|[]|0
Das große Buch Dreamweaver 3|Bauer, Herbert|1. Aufl.|[]|Math K 750: 262
Mama, was ist Auschwitz?|Wieviorka, Annette|2. Aufl.|[]|ED 5430 W652 (2)
Team und Kommunikation|Kunert, Kristian|2. Aufl.|[]|Paed H 820: 15
Wochenend und Sonnenschein|Engel, Walther|0|[]|LS 51420 E57 W8
Mir geht's gut!|Engel, Walther|0|[]|LS 51420 E57
Managerkonferenz|Gordon, Thomas|18. Aufl., 6. Aufl. dieser Ausg.|[]|Psy E 700: 107
 Frankreich|Wickert, Ulrich|Völlig überarb. Neuausg., 17. Aufl., 1. Aufl. dieser Ausg|[]|MG 34000 W636 (17)
Die Pädagogik Mahatma Gandhis und Paulo Freires im Vergleich|Behrens, Britta|0|[]|Paed E 950: 65 ,6
Betriebswirtschaftslehre der Unternehmung|0|16. Aufl., 1. Dr.|[]|QB 333 B916 (16)
More audio activities for teens|Northrup, Linda|0|[]|HD 231 N877 M8
Die neue virtuelle MIDI/Audio Technik|Zielinsky, Gregor|1. Aufl.|[]|LR 57790 Z66
Amerikanische Holzkirchen|Bragg, Rick|0|[]|ZH 6310 B813
Lift off to conversation|0|1. Aufl.|[]|HD 220 III L722
Sieben Theaterstücke für die Allerkleinsten|Frabetti, Roberto|0|[]|GB 3008 S755 -13
Leporello|0|1. Aufl., [Nachdr.].|[]|0
Wirtschaft plus|0|0|[]|QB 333 II H468 -7
Advanced language practice|Vince, Michael|1. publ. , 12 pr.|[]|MB 19/33
La formation des enseignant(e)s primaires|Criblez, Lucien|0|[]|Paed S 630: 7
Orientierung durch Selbstorganisation|Dieckhoff, Karl-Horst|Orig.-Ausg., 1. Aufl.|[]|Bio F 630: 381
Sein erster Fisch|Schulz, Hermann|0|[]|ED 5540 S388
Lollipop Sprach-Sach-Buch|0|1. Aufl.|[]|MB 19/34
Ethik|0|1. Aufl., [Nachdr.].|[]|Phil T 700: 36 A,5/6
Ausbildungshandbuch audiovisuelle Medienberufe|0|0|[]|Komm A 80: 102,3
Die versteckte Gruppe|Schwersenz, Jizchak|4., überarb. Aufl.|[]|NQ 2360 S415 (4)
Europa ohne Grenzen?|Borries, Bodo|2. verb. und erw. Aufl.|[]|GB 3058 M682 -1(2)
Nation - Einheit oder Vielfalt?|Mebus, Gudula|2. Aufl.|[]|GB 3058 M682 -3(2)
How languages are learned|Lightbown, Patsy|2. ed.,  [rev.]; 3. impr.|[]|ER 925 L723 (2)
Berufsbildung zwischen innovativer Programmatik und offener Umsetzung|Buschfeld, Detlef|0|[]|Paed O 80: 74
Musikalische Begabung und Expertise|Bullerjahn, Claudia|0|[]|MB 17/77
Maßstab|0|Dr. A,1|[]|Math O 300: 109 ,7 a
Hexentanz und Zauberkraut|Näger, Sylvia|0|[]|ED 5540 N141
Bli-bla-blu|Baur, Alfred|6. Aufl.|[]|ED 5510 B351 (6)
Geschichten erzählen|0|1. Aufl., [Nachdr.].|[]|0
Audio activities for teens|Northrup, Linda|0|[]|HD 231 N877
Betriebliche Erfahrung im pädagogischen Kontext|Sailer, Martina|0|[]|Diss 2595
Zärtlichkeit|Cormier, Robert|0|[]|HU 9800 C811
Vom Waschen|Dietrich, Volkmar|1. Aufl., [Nachdr.]|[]|TB 4070 D566
Keine Angst vor Prüfungsangst|Knigge-Illner, Helga|[Nachdr.]|[]|Psy G 420: 54
Fachwissen Textileinzelhandel|Kilgus, Roland|2. Aufl.|[]|ZE 70000 K48 (2)
Entwicklung im Netzwerk|Lüpke, Hans von|3., [überarb.] Aufl|[]|Paed T 200: 76
Angststörungen im Kindesalter|Specht, Marko Karl Ingo|Als Ms. gedr.|[]|Psy K 320: 95
Elementargrammatik und Rechtschreibung|Schoebe, Gerhard|1., die Rechtschreibreform berücksichtigende Aufl. 1996, unveränd. Nachdr., E(uro-Ausg)|[]|GB 2980 S364
Lollipop Mathematik|0|0|[]|Math O 200: 64,1
Lollipop Mathematik|0|1. Aufl., 1. Dr.|[]|Math O 200: 64 A,1
Sonnenkind|Tijsinger, Ellen|0|[]|GU 69700 T568
Frauen ohne Wohnung|Macke, Kathrin|0|[]|MS 3800 M154
Bruder Sonne - Schwester Mond|Mayo, Margaret|0|[]|ED 5430 M473
Frauen machen Mode|Lehnert, Gertrud|Ungekürzte Taschenbuchausg.|[]|MS 3050 L523
Ethik|Müller, Erika|2. Aufl.|[]|Phil T 700: 33 ,9
Teach business English|Donna, Sylvie|1. publ.|[]|HD 208 D685
Computers as mindtools for schools|Jonassen, David H.|2. ed.|[]|Paed K 240: 44
Ein Elefant kommt selten allein|Schins, Marie-Thérèse|0|[]|ED 5430 S336 E3
"""Schaut, was ich zu sagen habe"""|Hösli, Elisabeth K.|0|[]|Paed W 360: 71
Kreatives Schreiben im 3. und 4. Schuljahr|Lammert, Bettina|1. Aufl.|[]|GB 2964 L232
Liberatory education and globalization|Gerhardt, Heinz-Peter|0|[]|Paed E 950: 65 ,4
Multi-Media-Campus|Gottwald, Franz-Theo|0|[]|Paed M 690: 63
Paulo Freire|Gerhardt, Heinz-Peter|engl. Ed.|[]|Paed E 950: 65 ,3
Rosalenas Spiegel|Provoost, Anne|0|[]|GU 67463 R788
Märchen machen Mut|Schieder, Brigitta|1. Aufl.|[]|Paed B 980: 187
Welt der Zahl|0|Dr. A,1|[]|0
Prinzenkinder|Hüge, Alexandra|0|[]|Psy K 340: 55
Die Kunst vernetzt zu denken|Vester, Frederic|4. Aufl.|[]|Psy B 430: 74
Rechtschreiben mit Pfiff!|Langseder, Rainer|0|[]|GB 2982 L285 -6
Weiter- und Fortbildung der Lehrer - wesentliche Voraussetzung und Bedingung einer inneren Schulreform|Thiem, Wolfgang|0|[]|Paed S 850: 96
Welt der Zahl|0|0|[]|0
Schülerinnen und Schüler im Blickfeld der Lehrperson|Biedermann, Horst|1. Aufl.|[]|Paed S 100: 63
Die grosse Ravensburger Kinderbibel|Wensell, Ulises|[8. Aufl.]|[]|BU 4055 E71 (8)
Informationstechnikmanagement in Schulen|Breiter, Andreas|0|[]|Diss 2592
An der Grenze?|Heumann, Jürgen|0|[]|BF 1530 H593
Fachmethodische Arbeiten zur Wärmelehre, Elektrizitätslehre und Optik|Gronemeier, Karl-Heinz|Als Ms. gedr.|[]|Phy B 300: 6
Treffpunkte|0|0|[]|MA 16/227
Eltern beraten Eltern - ein Peer-counceling-Konzept|Furian, Wilfried|Als Ms. gedr.|[]|Paed T 450: 32 ,1
Wortstark|0|0|[]|MB 16/224
Mathebaum|0|0|[]|0
Mathebaum|0|0|[]|0
Rätselspaß im Religionsunterricht|Töniges-Harms, Anette|0|[]|BU 4800 T641
Maßstab|0|0|[]|Math O 300: 109 G,8 a
Aggressives und gewaltbereites Verhalten kleiner Kinder|Schmidt-Lack, Charlotte|1. Aufl|[]|Psy G 430: 143 a
Lehren heißt Raum geben etwas in sich zu finden|Adam, Heidemarie|0|[]|Paed S 200: 91
Entwicklung und Sozialisation in der Kindheit|Bubolz, Georg|1. Aufl.|[]|Psy C 120: 155
Evaluation als Aufgabe der Lehrerausbildung|Burkard, Christoph|1. Aufl.|[]|Paed S 890: 6
Auto-Mobil?|Kremer, Armin|1. Aufl|[]|Bio F 630: 407
Was ist guter Fachunterricht?|Burkard, Christoph|1. Aufl.|[]|Paed H 40: 26
Schulprogramme|Hameyer, Uwe|0|[]|Paed L 50: 172
Achtung (+) Toleranz|Ulrich, Susanne|0|[]|MB 2568 U45
Gedichte in Stundenbildern|0|4., erw. Aufl.|[]|MB 16/269,4
Kinder feiern St. Martin|Pertler, Cordula|1. Aufl.|[]|BU 4700 P469
Empirische Untersuchungen zu Bedingungen der Umwelterziehung|Erten, Sinan|0|[]|Bio F 630: 402
Erinnerungsarbeit|Nolz, Bernhard|0|[]|DP 6200 N798
Mathematik üben an Stationen|Wild, Ute|1. Aufl., 2. [Dr.], folgt der reformierten Rechtschreibung und Zeichensetzung|[]|0
Analyse von schulbezogenen Selbstwirksamkeitsüberzeugungen und Angst mit Modellen latenter Variablen|Tarnai, Christian|0|[]|Psy G 420: 55
Outdoor für indoors|Grosser, Michael|1. Aufl.|[]|Psy E 700: 111
Zusammen kann ich das|Finney, Susan|0|[]|Paed H 820: 19
Kindsein kein Kinderspiel|Larass, Petra|0|[]|Paed C 170: 55
Mehrdimensionale Testmodelle mit Anwendungen aus der pädagogisch-psychologischen Diagnostik|Carstensen, Claus H.|0|[]|Psy H 200: 24
Begabungs- und Begabtenförderung|Ganglmair, Peter|0|[]|Psy G 310: 99
Denken und Rechnen|0|1. Aufl., Dr. 1.|[]|Math O 200: 67 A,1
Verhaltensmodifikation bei Verhaltensstörungen im Jugendalter|Schleider, Karin|0|[]|Psy G 700: 41 a
Flickflack|0|0|[]|MB 19/40
Flickflack|0|0|[]|MB 19/39
Flickflack|0|0|[]|MB 19/38
Jenaplanschule Lübbenau|Bockenheimer, Sonnhild|1. Aufl.|[]|Paed L 170: 106
Bilder werden Worte|Schulte-Steinicke, Barbara|0|[]|GB 2964 S386
Snap!|0|1. Aufl.|[]|MB 16/265
Sprachliche Förderung von Kindern und Jugendlichen aus Migrantenfamilien|Werner, Peter|1. Aufl.|[]|GB 3019 W494
Das kompetente Kind|Bašic, Nataša|0|[]|Paed M 600: 46
The music box|0|7. impr.|[]|HD 178 M259
Erscheinungsformen der Lese-, Rechtschreibschwäche|Esser, Günter|0|[]|Psy G 610: 230
Pädagogische Psychologie im neuen Europa|Kittler, Udo|0|[]|Psy G 20: 79 a
Demokratie heute|0|0|[]|MB 2552 II S749 -9(N2)
Maßstab|0|Dr. 1|[]|0
The grammar lab|0|1. publ., 2. impr.|[]|HD 220 B774 L -2
Die kleine Weltgeschichte|Schweiggert, Alfons|4. Aufl.|[]|NB 8500 S413 (4)
Von Adlerauge bis Zauberbaum|Petillon, Hanns|2., bearb. und erw. Aufl.|[]|Paed H 800: 121 a
Games for children|Lewis, Gordon Russell|[Nachdr.]|[]|HD 162 L674
Farbe, Form und Fantasie|0|0|[]|LH 61290 B889 -1/2
"""Führung"" als didaktische Professionalität"|Koch, Dieter E.|0|[]|Diss 2597
Hilfe für Kinder mit Lese-, Rechtschreibschwäche im Förderunterricht und zu Hause|Angyal, Eva|0|[]|Psy G 610: 238
Das Hirschgraben-Lesebuch|0|1.Aufl.|[]|GB 3000 II H669 L -6(N)
Meine Lieblingslieder von Jesus|Krenzer, Rolf|1. Aufl.|[]|BU 4950 K92 M5
Rechtschreiben mit Pfiff!|Langseder, Rainer|0|[]|GB 2982 L285 -8
Sprachliches und fachliches Lernen|Werner, Peter|1. Aufl.|[]|GB 2916 S766
Mobile - Sprachbuch|0|1. Aufl., [Nachdr.]|[]|GB 2980 I M687 -3(N)
Abracadabra|0|1. Aufl., [Nachdr.]|[]|GB 3000 I A158
Neue Umweltliteratur für Kinder|Langer, Gertraud|0|[]|Bio F 630: 376
Access to geography|0|1. publ., repr.|[]|HD 245 K32 -1
Access to geography|0|1. publ., repr.|[]|HD 245 K32 -4
Feuer und Asche über Pompeji|Röhrig, Tilman|0|[]|ED 5430 R713
Word bird's word land|0|1. publ., [repr.].|[]|0
Versöhnung|Jung, Mathias|1. Aufl.|[]|Psy E 300: 108
ABC-Buch|Frey, Joseph|Faks. d. 6. Aufl. 1909|[]|MA 07/617
P wie Politik|0|0|[]|MB 2552 II P111 L -1(N)
Maßstab|0|Dr. A, [Nachdr.].|[]|Math O 300: 109 ,8 a
Das Sprachbuch|0|0|[]|GB 2980 I S766 L -3/4
Geschichten erzählen|0|1. Aufl.|[]|0
Word bird's word land|0|1. publ., [repr.].|[]|0
Mathematikus|0|0|[]|Math O 200: 66 L,2
Kreative Medien und die Suche nach Identität|Nitsch-Berg, Helga|0|[]|Psy L 200: 30 ,1
Kreative Medien und die Suche nach Identität|Nitsch-Berg, Helga|0|[]|Psy L 200: 30 ,2
Energiewende 2020|Matthes, Felix Christian|0|[]|AR 26000 M436
Reintegration von Absolventinnen und Absolventen der Sprachheilgrundschule in das Regelschulsystem|Romonath, Roswitha|Als Ms. gedr.|[]|Paed T 800: 114
Umgang mit Medien, Presse, Öffentlichkeit|Ditges, Florian|3. Aufl., Stand Januar 2000|[]|Komm D 850: 83
Die Verständlichkeit von Grundschulgutachten für Eltern|Sacher, Werner|0|[]|MA 14/2440
Wir machen Geschichte|0|0|[]|MB 20/3
Menschen mit geistiger Behinderung neu sehen lernen|Fornefeld, Barbara|0|[]|Paed T 600: 161
This sceptred isle: twentieth century|Lee, Christopher|0|[]|NQ 3200 L477
Lollipop Mathematik|Eccarius, Dieter|1. Aufl., 1. Dr.|[]|0
Lollipop Mathematik|0|0|[]|Math O 200: 64 A,2 b
Learning English - Red line new|0|0|[]|MB 16/243
Olaf hebt ab|Kriegel, Volker|0|[]|ED 5540 K92
Bildmaterial zum Sprachverständnis|Gröne, Berthold|0|[]|Paed T 800: 130
Childly language|Sealey, Alison|1. publ.|[]|ES 150 S438
Mein ... kleines Geometriebuch|0|1. Aufl.|[]|Math O 700: 102 ,4 a
Sprachheilpädagogik und Integration|Frühwirth, Inge|0|[]|Paed T 800: 122
East End, West End und dazwischen Maniac Magee|Spinelli, Jerry|0|[]|HU 9800 S757
Demokratie heute|0|0|[]|MB 2552 II S749 -8(N2)
Nur kein Neid!|Fisher, Nick|Dt. Erstausg., nach den Regeln der Rechtschreibreform|[]|ED 5430 F535
Becoming a successful teacher of maths|Tanner, Howard|0|[]|Math N 80: 20
The American West - exploring new worlds|0|[Nachdr.] - 2000.|[]|0
The American West - exploring new worlds|0|0|[]|0
Secondary education in the USA and Britain|0|0|[]|0
Right now|0|1. publ.|[]|0
Geschichte verstehen lernen|Gieth, Hans-Jürgen van der|1. Aufl.|[]|0
Lollipop|0|1. Aufl.|[]|GB 3000 I L864 K
Sag mir, wo der Pfeffer wächst|Schultze, Miriam|3. Aufl., 9. - 12. Tsd|[]|ED 5430 S387 (3)
Deutschunterricht und Deutschlehrerausbildung im 19. Jahrhundert in Thüringen|Frentz, Hartmut|0|[]|GB 2970 B423 -42
Assessing children's mathematical knowledge|Cooper, Barry|0|[]|Math N 260: 60
Gott hat viele Namen|Schwikart, Georg|4. Aufl.|[]|BU 2100 S415 (4)
Who do we think we are?|Alibhai-Brown, Yasmin|1. publ.|[]|MS 1212 A398
Quantitative Analyse schulischer Leistungsüberprüfungen|Sacher, Werner|0|[]|MA 14/2438
Proxemik im Klassenzimmer|Sacher, Werner|0|[]|MA 14/2439
Innovation durch Umweltbildung|Nagel, Ueli|0|[]|Bio F 630: 400
Chronologie de la France au XXe siècle|Fhima, Catherine|0|[]|NQ 2810 F437
Staat und Schule|Reinert, Gerd-Bodo|0|[]|Paed E 450: 18 ,2
Sur la télévision|Bourdieu, Pierre|20. éd.|[]|Komm G 950: 22
Right now|0|1. publ.|[]|0
Vocabulary and language teaching|Carter, Ronald|1. publ., 9. impr.|[]|HD 201 C324
